cook_id,cook_date,season,weight_lbs,grade,fat_cap_inches,equipment,wood_type,regional_style,cook_temp_f,wrap_technique,experience_level,ambient_temp_f,humidity_percent,wind_speed_mph,cook_time_hours,stall_duration_hours,internal_temp_f,rest_time_hours,tenderness_score,moisture_score,bark_quality_score,overall_rating,total_cost_usd
BRISKET_1078,2024-07-09,Summer,10.8,Select,0.46,Pellet Grill,Oak,Alabama,252,Foil,Professional,57,73,0.2,14.7,2.3,206.0,1.3,7.2,7.6,4.9,6.6,142.38
BRISKET_1079,2023-08-04,Summer,16.7,Choice,0.28,Offset Smoker,Cherry,Carolina,243,No Wrap,Advanced,69,50,2.9,24.0,5.0,196.0,2.6,6.5,7.8,7.8,7.4,230.75
BRISKET_1080,2024-10-04,Fall,17.8,Prime,0.19,Kamado,Mesquite,Memphis,244,Butcher Paper,Advanced,62,42,11.0,24.0,2.5,190.0,1.2,6.6,7.5,7.9,7.3,306.02
BRISKET_1081,2023-11-08,Fall,10.1,Prime,0.43,Offset Smoker,Hickory,Texas,235,No Wrap,Advanced,52,55,3.8,24.0,2.9,206.0,1.9,7.0,8.6,7.2,7.6,212.18
BRISKET_1082,2023-01-20,Winter,17.1,Prime,0.13,Offset Smoker,Mesquite,Texas,251,Butcher Paper,Intermediate,10,32,20.6,24.0,4.7,199.0,0.8,4.2,6.2,3.2,4.5,282.95
BRISKET_1083,2023-06-09,Summer,13.0,Choice,0.27,Weber Smokey Mountain,Cherry,Carolina,241,No Wrap,Professional,67,58,17.2,24.0,2.6,196.0,2.0,6.0,7.5,6.9,6.8,179.3
BRISKET_1084,2023-09-02,Fall,15.6,Choice,0.32,Pellet Grill,Hickory,Kansas City,260,Butcher Paper,Beginner,16,59,0.8,24.0,2.7,198.0,0.9,3.0,4.8,1.8,3.2,237.24
BRISKET_1085,2023-04-09,Spring,8.7,Choice,0.37,Electric Smoker,Apple,Memphis,250,No Wrap,Beginner,56,34,4.7,12.5,2.2,195.0,0.7,5.1,5.3,5.1,5.2,136.8
BRISKET_1086,2024-10-19,Fall,16.3,Prime,0.08,Offset Smoker,Pecan,Memphis,244,No Wrap,Advanced,56,35,1.6,24.0,2.7,190.0,2.3,5.7,8.8,7.8,7.5,272.88
BRISKET_1087,2023-06-12,Summer,8.3,Select,0.12,Pellet Grill,Hickory,Carolina,227,No Wrap,Beginner,74,62,7.1,10.5,2.8,207.0,0.5,3.2,4.7,3.2,3.7,114.67
BRISKET_1088,2023-01-27,Winter,10.4,Choice,0.23,Electric Smoker,Oak,Texas,229,Butcher Paper,Intermediate,15,62,7.6,24.0,4.5,190.0,1.3,2.4,5.6,3.8,4.0,192.11
BRISKET_1089,2023-05-30,Spring,15.0,Select,0.41,Pellet Grill,Pecan,Texas,234,Foil,Beginner,65,53,3.0,18.5,3.3,210.0,0.9,4.4,5.4,3.5,4.4,180.87
BRISKET_1090,2023-02-13,Winter,21.5,Choice,0.39,Kamado,Mesquite,Memphis,239,No Wrap,Advanced,34,67,2.4,24.0,2.9,199.0,1.5,5.6,6.8,4.8,5.7,286.18
BRISKET_1091,2024-05-28,Spring,22.0,Choice,0.31,Pellet Grill,Cherry,Memphis,256,No Wrap,Intermediate,51,78,0.2,20.7,1.9,190.0,0.2,4.9,6.4,6.5,5.9,268.7
BRISKET_1092,2023-12-17,Winter,12.6,Choice,0.24,Gas Smoker,Pecan,Memphis,237,No Wrap,Advanced,27,48,5.3,20.2,4.1,190.0,2.1,3.3,7.3,5.4,5.3,186.71
BRISKET_1093,2023-03-27,Spring,22.0,Select,0.18,Pellet Grill,Apple,Carolina,225,No Wrap,Intermediate,58,29,5.0,24.0,1.4,197.0,0.8,4.1,5.1,4.2,4.5,241.69
BRISKET_1094,2023-02-27,Winter,12.0,Choice,0.25,Weber Smokey Mountain,Mesquite,Carolina,226,Butcher Paper,Professional,48,29,0.8,13.2,3.7,210.0,2.4,6.0,7.4,6.2,6.5,
BRISKET_1095,2024-05-20,Spring,16.7,Choice,0.32,Offset Smoker,Mesquite,Memphis,238,No Wrap,Beginner,45,52,16.2,24.0,3.3,197.0,2.2,3.1,5.2,2.7,3.7,222.1
BRISKET_1096,2023-09-01,Fall,15.7,Select,0.35,Offset Smoker,Apple,Texas,252,No Wrap,Beginner,33,69,13.6,24.0,2.1,199.0,1.1,2.2,3.6,2.1,2.6,195.22
BRISKET_1097,2024-07-15,Summer,11.6,Select,0.35,Pellet Grill,Hickory,Texas,238,Butcher Paper,Advanced,55,89,4.7,15.1,3.5,205.0,3.4,5.1,7.2,5.0,5.8,150.65
BRISKET_1098,2024-07-18,Summer,9.5,Select,0.25,Pellet Grill,Mixed,Kansas City,266,Butcher Paper,Intermediate,106,57,13.8,7.6,4.1,204.0,0.7,3.0,5.8,4.2,4.4,107.36
BRISKET_1099,2023-08-02,Summer,16.5,Choice,0.35,Offset Smoker,Mesquite,Texas,253,Butcher Paper,Intermediate,98,53,2.0,17.7,3.4,195.0,0.2,4.9,7.7,5.4,6.0,198.12
BRISKET_1100,2024-06-17,Summer,11.4,Choice,0.2,Kamado,Cherry,Carolina,218,Foil,Intermediate,83,53,7.9,19.4,3.4,195.0,1.4,5.4,6.7,4.7,5.6,170.03
BRISKET_1101,2023-07-05,Summer,16.9,Prime,0.23,Weber Smokey Mountain,Hickory,Alabama,247,No Wrap,Intermediate,62,23,6.1,24.0,3.5,195.0,1.3,6.6,7.6,6.4,6.9,280.52
BRISKET_1102,2023-06-08,Summer,15.8,Select,0.18,Offset Smoker,Mixed,Texas,260,Butcher Paper,Intermediate,89,71,5.3,17.5,4.3,194.0,0.2,3.5,5.9,3.9,4.4,176.35
BRISKET_1103,2023-11-27,Fall,8.6,Choice,0.25,Gas Smoker,Cherry,Alabama,250,Butcher Paper,Beginner,58,46,12.1,16.1,3.8,198.0,0.8,4.1,5.4,4.8,4.8,134.23
BRISKET_1104,2023-04-27,Spring,11.6,Choice,0.25,Kamado,Pecan,Carolina,237,Foil,Intermediate,22,33,14.4,24.0,2.6,197.0,1.1,3.1,6.2,2.5,4.0,185.64
BRISKET_1105,2023-08-17,Summer,10.5,Choice,0.12,Kamado,Hickory,Memphis,231,No Wrap,Advanced,72,44,3.1,17.5,2.3,,1.9,6.7,7.0,7.6,7.1,164.21
BRISKET_1106,2024-06-28,Summer,17.9,Select,0.2,Kamado,Mesquite,Memphis,237,Butcher Paper,Advanced,55,69,0.4,24.0,4.0,210.0,1.8,4.8,6.5,5.5,5.6,226.95
BRISKET_1107,2024-01-02,Winter,10.5,Choice,0.25,Offset Smoker,Mixed,Kansas City,247,Foil,Intermediate,-5,29,23.5,24.0,2.6,190.0,1.2,1.0,5.8,1.0,2.6,166.68
BRISKET_1108,2023-07-27,Summer,11.2,Choice,0.28,Electric Smoker,Apple,Alabama,254,Butcher Paper,Advanced,94,56,4.8,9.6,3.5,197.0,1.7,4.7,6.8,5.8,5.8,142.74
BRISKET_1109,2024-06-13,Summer,11.6,Prime,0.15,Offset Smoker,Mesquite,Alabama,247,No Wrap,Advanced,58,84,15.6,17.6,0.8,205.0,2.2,6.3,7.6,6.7,6.9,192.24
BRISKET_1110,2023-11-17,Fall,13.3,Choice,0.23,Kamado,Pecan,Alabama,259,Butcher Paper,Beginner,81,55,3.8,16.3,3.4,210.0,1.3,4.3,5.5,4.5,4.8,183.98
BRISKET_1111,2024-03-04,Spring,14.6,Choice,0.16,Kamado,Apple,Carolina,248,Foil,Intermediate,55,35,7.0,19.9,3.2,209.0,0.9,5.5,7.5,5.1,6.0,201.07
BRISKET_1112,2024-02-21,Winter,14.1,Prime,0.3,Gas Smoker,Cherry,Carolina,258,No Wrap,Beginner,42,56,7.0,24.0,0.5,205.0,0.6,5.7,6.5,5.6,5.9,263.02
BRISKET_1113,2024-09-05,Fall,15.3,Prime,0.05,Pellet Grill,Oak,Texas,230,Foil,Intermediate,50,44,0.9,24.0,2.3,205.0,0.6,6.5,8.6,6.1,7.1,279.51
BRISKET_1114,2023-06-03,Summer,10.1,Choice,0.16,Pellet Grill,Cherry,Alabama,259,Butcher Paper,Intermediate,75,76,4.2,10.5,3.9,190.0,1.2,5.1,7.8,7.0,6.7,140.12
BRISKET_1115,2023-12-27,Winter,12.9,Prime,0.13,Gas Smoker,Mixed,Memphis,226,Butcher Paper,Intermediate,17,20,2.8,24.0,2.6,203.0,1.5,5.4,6.1,4.9,5.5,239.19
BRISKET_1116,2023-05-18,Spring,13.4,Choice,0.37,Gas Smoker,Apple,Carolina,251,No Wrap,Beginner,32,90,11.8,24.0,3.4,210.0,1.2,2.3,4.7,3.5,3.5,217.07
BRISKET_1117,2023-10-07,Fall,12.7,Select,0.3,Offset Smoker,Cherry,Kansas City,232,Butcher Paper,Intermediate,53,20,1.1,24.0,4.4,207.0,0.2,3.9,5.5,5.9,5.1,173.88
BRISKET_1118,2023-07-19,Summer,10.2,Select,0.22,Offset Smoker,Apple,Alabama,239,Foil,Beginner,110,45,6.2,12.6,0.6,190.0,0.7,1.2,4.7,1.0,2.3,122.71
BRISKET_1119,2023-11-04,Fall,15.8,Choice,0.43,Pellet Grill,Apple,Alabama,249,Foil,Intermediate,40,64,9.2,24.0,3.9,190.0,1.1,3.2,5.6,4.3,4.4,237.92
BRISKET_1120,2023-01-07,Winter,9.9,Choice,0.3,Pellet Grill,Mesquite,Kansas City,257,Butcher Paper,Beginner,41,61,2.4,15.8,4.3,192.0,0.9,3.1,5.5,4.4,4.3,161.26
BRISKET_1121,2023-08-20,Summer,11.6,Prime,0.2,Gas Smoker,Pecan,Memphis,235,Butcher Paper,Advanced,78,67,2.4,18.7,1.6,190.0,2.1,5.3,8.4,8.6,7.4,217.44
BRISKET_1122,2024-08-29,Summer,12.5,Choice,0.26,Offset Smoker,Hickory,Carolina,231,No Wrap,Advanced,72,83,0.9,18.4,5.4,194.0,1.8,6.2,8.1,7.4,7.2,173.41
BRISKET_1123,2023-04-17,Spring,21.6,Choice,0.2,Kamado,Apple,Carolina,245,Butcher Paper,Beginner,49,21,1.6,24.0,0.5,199.0,1.5,4.6,6.6,5.3,5.5,282.8
BRISKET_1124,2023-12-25,Winter,15.1,Prime,0.05,Pellet Grill,Mixed,Kansas City,256,Butcher Paper,Intermediate,52,67,15.8,24.0,1.6,198.0,1.7,5.8,7.5,6.0,6.4,271.89
BRISKET_1125,2023-01-22,Winter,21.8,Prime,0.33,Electric Smoker,Apple,Memphis,218,Butcher Paper,Beginner,53,51,5.9,24.0,2.8,198.0,1.0,5.7,7.0,5.5,6.1,359.15
BRISKET_1126,2024-03-16,Spring,22.0,Select,0.05,Pellet Grill,Pecan,Texas,243,Foil,Intermediate,64,56,8.8,24.0,2.0,193.0,0.4,3.5,5.7,4.0,4.4,248.73
BRISKET_1127,2023-08-27,Summer,11.1,Select,0.28,Kamado,Hickory,Carolina,234,Butcher Paper,Intermediate,89,69,5.5,15.2,3.4,206.0,0.5,4.1,6.6,4.3,5.0,139.43
BRISKET_1128,2023-08-21,Summer,9.4,Choice,0.38,Electric Smoker,Pecan,Carolina,261,Foil,Intermediate,40,89,7.2,15.0,3.5,200.0,0.9,4.7,6.6,4.2,5.1,146.67
BRISKET_1129,2023-06-26,Summer,17.0,Choice,0.32,Pellet Grill,Mesquite,Kansas City,268,Foil,Beginner,72,62,5.1,18.3,3.4,201.0,1.2,4.2,6.6,4.5,5.1,225.23
BRISKET_1130,2024-09-21,Fall,9.0,Prime,0.28,Pellet Grill,Oak,Texas,240,Butcher Paper,Intermediate,65,47,8.1,14.4,3.9,197.0,1.5,6.0,7.6,6.7,6.8,172.67
BRISKET_1131,2024-10-25,Fall,18.9,Choice,0.17,Electric Smoker,Hickory,Alabama,239,No Wrap,Advanced,39,62,31.8,24.0,3.9,204.0,1.9,3.8,6.1,4.3,4.7,252.43
BRISKET_1132,2024-03-10,Spring,13.0,Select,0.18,Kamado,Cherry,Kansas City,266,No Wrap,Intermediate,54,29,3.8,17.2,3.2,206.0,0.8,4.1,6.3,5.5,5.3,160.08
BRISKET_1133,2024-06-09,Summer,9.1,Prime,0.21,Offset Smoker,Oak,Alabama,251,Butcher Paper,Advanced,88,55,0.8,10.2,3.5,191.0,2.3,6.8,8.5,7.5,7.6,152.26
BRISKET_1134,2023-03-25,Spring,11.5,Select,0.34,Offset Smoker,Apple,Kansas City,267,Butcher Paper,Intermediate,90,69,13.9,16.8,2.1,204.0,1.2,4.1,5.0,3.6,4.2,151.23
BRISKET_1135,2024-07-08,Summer,14.1,Select,0.24,Pellet Grill,Cherry,Texas,239,Butcher Paper,Intermediate,78,54,8.6,15.2,1.2,190.0,1.0,3.1,6.1,4.6,4.6,167.7
BRISKET_1136,2024-06-09,Summer,12.0,Choice,0.08,Electric Smoker,Mixed,Alabama,238,Foil,Intermediate,66,32,1.1,17.1,3.9,210.0,1.7,6.5,7.2,5.1,6.2,184.6
BRISKET_1137,2024-09-29,Fall,5.8,Choice,0.36,Offset Smoker,Pecan,Kansas City,247,Butcher Paper,Intermediate,44,39,13.4,13.5,3.2,200.0,0.3,5.4,7.0,5.5,5.9,103.5
BRISKET_1138,2024-06-30,Summer,20.6,Choice,0.34,Pellet Grill,Cherry,Kansas City,269,Foil,Beginner,75,83,6.7,24.0,3.2,210.0,1.0,5.6,6.6,4.7,5.6,270.61
BRISKET_1139,2024-09-20,Fall,19.4,Prime,0.13,Gas Smoker,Apple,Alabama,238,Butcher Paper,Intermediate,74,20,8.6,24.0,4.9,190.0,1.9,6.1,8.1,6.9,7.1,318.57
BRISKET_1140,2023-07-15,Summer,10.2,Prime,0.25,Pellet Grill,Mesquite,Texas,231,Butcher Paper,Intermediate,68,57,5.1,16.2,1.6,204.0,1.2,8.1,7.6,8.3,8.0,194.4
BRISKET_1141,2023-07-21,Summer,13.6,Select,0.24,Pellet Grill,Apple,Kansas City,262,Butcher Paper,Beginner,59,72,12.8,21.6,2.6,192.0,0.8,3.2,5.1,5.0,4.4,184.95
BRISKET_1142,2023-06-20,Summer,15.9,Choice,0.18,Pellet Grill,Mixed,Memphis,212,No Wrap,Intermediate,90,59,0.6,18.2,2.6,210.0,1.0,6.1,6.7,5.7,6.1,212.14
BRISKET_1143,2023-04-11,Spring,11.9,Select,0.37,Offset Smoker,Mesquite,Texas,200,Butcher Paper,Intermediate,50,59,7.0,24.0,2.6,195.0,0.9,3.9,6.5,5.1,5.2,169.19
BRISKET_1144,2023-03-23,Spring,13.4,Choice,0.24,Gas Smoker,Mixed,Alabama,252,Butcher Paper,Advanced,31,20,46.1,24.0,2.2,195.0,1.7,1.0,5.1,1.6,2.6,210.32
BRISKET_1145,2024-09-19,Fall,19.1,Choice,0.28,Offset Smoker,Mixed,Texas,240,No Wrap,Advanced,52,30,17.8,24.0,2.1,191.0,1.4,4.4,5.9,5.2,5.2,250.68
BRISKET_1146,2023-10-29,Fall,12.0,Select,0.35,Offset Smoker,Oak,Texas,242,No Wrap,Advanced,34,50,0.3,19.3,2.6,194.0,2.3,4.1,5.1,5.0,4.7,161.86
BRISKET_1147,2023-01-16,Winter,15.0,Choice,0.21,Kamado,Apple,Kansas City,240,Butcher Paper,Advanced,50,31,11.6,24.0,2.3,205.0,2.8,5.9,7.8,6.3,6.6,223.7
BRISKET_1148,2024-04-19,Spring,12.9,Prime,0.39,Offset Smoker,Mixed,Memphis,239,No Wrap,Advanced,53,66,5.8,24.0,3.7,190.0,1.5,6.6,7.9,7.1,7.2,235.61
BRISKET_1149,2023-09-05,Fall,14.5,Prime,0.29,Offset Smoker,Mesquite,Alabama,260,Foil,Intermediate,56,20,1.1,24.0,1.4,190.0,1.4,5.2,8.4,6.4,6.7,253.8
BRISKET_1150,2024-09-15,Fall,9.9,Choice,0.11,Pellet Grill,Mesquite,Alabama,245,No Wrap,Intermediate,4,73,0.9,24.0,3.4,207.0,1.4,3.1,5.1,3.8,4.0,184.42
BRISKET_1151,2024-01-25,Winter,11.7,Prime,0.31,Pellet Grill,Mesquite,Alabama,245,Butcher Paper,Advanced,30,43,17.1,17.1,1.9,198.0,2.3,5.0,7.9,5.8,6.2,217.46
BRISKET_1152,2024-11-08,Fall,5.6,Select,0.4,Offset Smoker,Mesquite,Memphis,216,Foil,Beginner,71,43,8.9,10.5,3.6,194.0,1.0,3.9,4.8,3.1,3.9,81.29
BRISKET_1153,2023-09-03,Fall,14.0,Choice,0.3,Offset Smoker,Mesquite,Texas,232,Butcher Paper,Advanced,74,63,2.6,18.1,2.7,203.0,2.0,6.5,8.1,7.6,7.4,187.72
BRISKET_1154,2023-02-22,Winter,12.4,Prime,0.22,Pellet Grill,Pecan,Alabama,267,No Wrap,Beginner,32,60,19.2,24.0,2.1,205.0,1.1,4.1,5.7,4.4,4.8,247.32
BRISKET_1155,2024-01-12,Winter,9.1,Select,0.32,Offset Smoker,Apple,Kansas City,219,Butcher Paper,Beginner,31,38,3.4,15.8,2.2,200.0,0.9,2.6,4.1,3.4,3.4,121.94
BRISKET_1156,2024-11-15,Fall,9.9,Select,0.26,Pellet Grill,Mixed,Memphis,260,Foil,Intermediate,48,74,2.9,15.1,4.1,199.0,1.0,4.5,5.5,3.9,4.6,133.88
BRISKET_1157,2023-11-25,Fall,11.0,Choice,0.18,Electric Smoker,Hickory,Carolina,228,Butcher Paper,Intermediate,61,52,7.2,17.2,2.1,193.0,1.4,5.0,6.4,6.1,5.9,170.45
BRISKET_1158,2023-12-31,Winter,12.8,Prime,0.12,Weber Smokey Mountain,Mesquite,Memphis,255,No Wrap,Intermediate,44,66,1.4,21.6,3.3,195.0,0.9,5.9,7.0,6.2,6.4,220.75
BRISKET_1159,2024-01-05,Winter,11.5,Choice,0.25,Offset Smoker,Oak,Carolina,258,Foil,Intermediate,41,55,14.6,24.0,4.0,204.0,1.3,3.2,5.8,2.3,3.8,178.71
BRISKET_1160,2024-02-14,Winter,20.9,Select,0.39,Kettle Grill,Mixed,Kansas City,256,Foil,Intermediate,27,53,3.6,24.0,2.8,193.0,0.2,2.4,6.0,2.6,3.7,225.8
BRISKET_1161,2023-05-24,Spring,8.2,Select,0.25,Offset Smoker,Mixed,Carolina,238,Butcher Paper,Advanced,53,20,0.5,11.0,2.4,210.0,2.3,4.3,6.3,6.6,5.8,106.38
BRISKET_1162,2023-02-12,Winter,6.7,Choice,0.24,Offset Smoker,Mesquite,Memphis,214,Butcher Paper,Intermediate,27,36,1.9,13.7,2.5,201.0,1.2,5.4,7.0,4.4,5.6,108.39
BRISKET_1163,2023-12-07,Winter,9.8,Select,0.19,Electric Smoker,Mesquite,Carolina,226,Butcher Paper,Intermediate,37,55,10.2,19.4,3.6,210.0,1.2,3.5,5.2,4.1,4.2,157.04
BRISKET_1164,2024-02-10,Winter,13.6,Choice,0.32,Offset Smoker,Mixed,Memphis,213,Butcher Paper,Beginner,31,55,7.7,24.0,2.7,193.0,0.9,3.1,5.5,3.0,3.9,209.84
BRISKET_1165,2024-08-27,Summer,18.4,Prime,0.23,Gas Smoker,Apple,Texas,244,Butcher Paper,Advanced,64,90,2.2,24.0,3.8,198.0,3.3,8.2,8.8,7.4,8.2,308.99
BRISKET_1166,2024-08-10,Summer,16.6,Choice,0.16,Offset Smoker,Cherry,Texas,251,Butcher Paper,Intermediate,92,75,24.9,24.0,3.6,205.0,1.3,3.4,6.2,4.1,4.6,215.75
BRISKET_1167,2023-10-09,Fall,18.1,Select,0.12,Offset Smoker,Hickory,Kansas City,240,Foil,Intermediate,80,59,0.8,24.0,3.4,200.0,1.4,6.0,6.6,4.3,5.7,206.76
BRISKET_1168,2024-03-31,Spring,18.4,Choice,0.61,Pellet Grill,Pecan,Carolina,255,Foil,Intermediate,57,64,1.5,24.0,4.0,196.0,1.2,6.2,8.0,5.1,6.4,249.14
BRISKET_1169,2023-07-27,Summer,11.1,Select,0.41,Gas Smoker,Cherry,Memphis,234,Butcher Paper,Advanced,85,37,0.0,10.7,4.3,202.0,3.2,6.0,7.1,5.8,6.3,120.09
BRISKET_1170,2023-10-10,Fall,22.0,Choice,0.22,Gas Smoker,Mixed,Kansas City,245,No Wrap,Intermediate,37,61,3.8,24.0,0.5,200.0,0.5,4.7,6.6,4.4,5.3,271.39
BRISKET_1171,2023-08-28,Summer,8.1,Prime,0.09,Offset Smoker,Hickory,Texas,239,Butcher Paper,Beginner,78,52,2.5,15.6,2.6,199.0,0.6,6.9,7.3,6.2,6.8,163.15
BRISKET_1172,2024-10-11,Fall,12.3,Choice,0.2,Kamado,Apple,Alabama,250,Butcher Paper,Intermediate,72,76,10.2,22.7,4.0,206.0,0.6,6.0,6.8,4.9,5.9,197.8
BRISKET_1173,2023-07-28,Summer,14.0,Choice,0.08,Kamado,Cherry,Kansas City,277,Foil,Intermediate,95,72,3.8,14.0,5.2,200.0,0.6,5.3,6.4,3.7,5.1,179.84
BRISKET_1174,2024-06-16,Summer,14.3,Prime,0.19,Kamado,Cherry,Memphis,223,No Wrap,Intermediate,80,71,16.0,24.0,0.5,198.0,0.2,6.0,8.1,6.1,6.7,259.1
BRISKET_1175,2023-01-31,Winter,12.8,Choice,0.37,Pellet Grill,Mixed,Texas,262,No Wrap,Intermediate,42,20,10.0,20.4,4.3,210.0,0.9,4.0,5.1,5.3,4.8,203.28
BRISKET_1176,2023-05-12,Spring,11.8,Prime,0.3,Offset Smoker,Mixed,Memphis,226,No Wrap,Advanced,47,41,1.1,20.4,3.7,195.0,1.7,7.2,6.7,6.7,6.8,214.28
BRISKET_1177,2024-09-03,Fall,12.4,Select,0.26,Pellet Grill,Cherry,Texas,221,No Wrap,Intermediate,39,50,4.6,18.1,3.7,190.0,0.7,2.6,5.5,4.4,4.2,167.32
BRISKET_1178,2023-11-26,Fall,20.5,Choice,0.1,Pellet Grill,Oak,Kansas City,233,No Wrap,Beginner,81,70,2.6,22.8,4.0,193.0,0.4,4.8,5.9,4.4,5.0,272.28
BRISKET_1179,2023-04-18,Spring,21.4,Select,0.36,Kamado,Mixed,Kansas City,243,Foil,Advanced,44,36,1.7,24.0,3.1,210.0,2.4,4.6,7.1,3.6,5.1,243.21
BRISKET_1180,2023-11-16,Fall,11.2,Select,0.14,Pellet Grill,Hickory,Kansas City,241,Butcher Paper,Beginner,62,63,0.6,16.4,1.0,191.0,0.9,3.5,5.7,4.6,4.6,149.21
BRISKET_1181,2024-05-20,Spring,20.2,Choice,0.17,Pellet Grill,Apple,Memphis,204,No Wrap,Beginner,80,51,10.7,24.0,3.7,194.0,0.5,4.6,5.5,4.4,4.8,255.9
BRISKET_1182,2023-10-08,Fall,14.6,Choice,0.37,Pellet Grill,Apple,Texas,253,No Wrap,Intermediate,67,65,18.0,24.0,3.4,210.0,1.0,5.1,6.0,5.8,5.6,224.44
BRISKET_1183,2023-03-13,Spring,11.9,Select,0.19,Kettle Grill,Mesquite,Memphis,260,No Wrap,Intermediate,74,57,12.2,20.2,4.6,198.0,1.1,4.7,6.3,4.7,5.2,147.94
BRISKET_1184,2023-03-10,Spring,11.6,Select,0.35,Kettle Grill,Oak,Texas,235,No Wrap,Beginner,57,35,1.4,21.4,1.4,210.0,0.4,3.7,4.5,4.2,4.1,153.73
BRISKET_1185,2024-02-08,Winter,14.2,Choice,0.33,Electric Smoker,Mesquite,Texas,240,Foil,Advanced,48,28,0.8,22.5,2.2,194.0,2.0,5.7,7.4,5.3,6.1,223.61
BRISKET_1186,2024-03-23,Spring,18.7,Choice,0.27,Electric Smoker,Mesquite,Memphis,218,Butcher Paper,Beginner,38,51,64.8,24.0,2.0,198.0,0.8,1.0,3.1,1.0,1.7,268.67
BRISKET_1187,2024-12-29,Winter,19.1,Prime,0.21,Pellet Grill,Pecan,Carolina,234,Foil,Professional,18,30,12.1,24.0,4.5,203.0,1.3,4.6,7.9,5.8,6.1,330.88
BRISKET_1188,2024-08-16,Summer,13.2,Choice,0.31,Pellet Grill,Pecan,Carolina,234,No Wrap,Beginner,85,71,1.9,19.8,3.4,204.0,0.5,4.9,6.1,5.3,5.4,197.13
BRISKET_1189,2023-07-24,Summer,13.3,Choice,0.24,Electric Smoker,Pecan,Texas,264,No Wrap,Intermediate,66,83,5.5,17.7,3.0,196.0,1.2,5.2,7.6,5.9,6.2,195.22
BRISKET_1190,2023-08-16,Summer,8.9,Prime,0.34,Weber Smokey Mountain,Pecan,Carolina,235,Butcher Paper,Advanced,89,77,10.0,13.6,3.3,193.0,1.2,5.3,8.5,6.5,6.7,162.63
BRISKET_1191,2023-07-29,Summer,12.0,Prime,0.3,Offset Smoker,Mesquite,Carolina,224,No Wrap,Beginner,59,72,3.9,24.0,2.7,197.0,1.6,4.3,6.5,6.6,5.8,230.91
BRISKET_1192,2024-06-26,Summer,14.4,Select,0.41,Weber Smokey Mountain,Oak,Memphis,236,Foil,Advanced,67,74,17.1,23.5,0.8,193.0,1.4,4.7,6.3,4.1,5.0,181.26
BRISKET_1193,2024-08-07,Summer,16.5,Select,0.25,Weber Smokey Mountain,Pecan,Alabama,251,No Wrap,Advanced,103,38,7.5,16.9,2.6,196.0,1.5,4.1,4.6,4.2,4.3,183.98
BRISKET_1194,2023-04-12,Spring,11.3,Choice,0.2,Pellet Grill,Mixed,Alabama,239,Butcher Paper,Intermediate,71,41,11.1,24.0,3.5,191.0,0.7,4.1,7.1,6.7,6.0,195.53
BRISKET_1195,2024-03-19,Spring,8.9,Choice,0.34,Offset Smoker,Apple,Memphis,249,Butcher Paper,Beginner,55,44,0.7,17.2,3.2,190.0,0.6,3.7,5.2,5.8,4.9,141.2
BRISKET_1196,2024-11-08,Fall,11.7,Choice,0.11,Gas Smoker,Hickory,Carolina,242,No Wrap,Advanced,32,84,0.1,24.0,3.5,195.0,1.6,3.9,6.4,4.9,5.1,191.97
BRISKET_1197,2023-07-27,Summer,16.0,Select,0.28,Offset Smoker,Pecan,Memphis,230,No Wrap,Advanced,77,54,1.6,21.8,4.4,190.0,3.1,4.7,5.8,6.4,5.7,184.11
BRISKET_1198,2024-05-13,Spring,15.2,Prime,0.45,Pellet Grill,Hickory,Kansas City,253,Foil,Intermediate,66,66,10.6,21.7,2.2,191.0,0.6,5.8,8.0,6.0,6.6,273.21
BRISKET_1199,2024-07-24,Summer,22.0,Select,0.29,Gas Smoker,Oak,Texas,232,Butcher Paper,Intermediate,100,55,7.6,24.0,4.8,210.0,0.8,3.7,5.3,4.0,4.3,237.46
BRISKET_1200,2023-01-15,Winter,11.4,Choice,0.34,Weber Smokey Mountain,Mesquite,Kansas City,256,Butcher Paper,Advanced,47,39,4.9,19.6,1.5,198.0,1.5,5.3,7.3,5.2,6.0,164.36
BRISKET_1201,2023-05-25,Spring,10.3,Prime,0.31,Gas Smoker,Pecan,Memphis,272,Butcher Paper,Beginner,54,54,1.4,15.3,3.9,197.0,0.9,5.3,7.4,7.2,6.6,184.68
BRISKET_1202,2024-05-20,Spring,12.5,Prime,0.22,Pellet Grill,Mesquite,Carolina,245,No Wrap,Intermediate,54,33,7.2,22.2,3.2,194.0,1.6,5.0,7.2,7.1,6.5,243.05
BRISKET_1203,2023-06-14,Summer,22.0,Choice,0.12,Electric Smoker,Hickory,Memphis,215,No Wrap,Intermediate,88,75,1.8,24.0,2.3,202.0,0.7,6.4,5.7,6.3,6.1,296.5
BRISKET_1204,2023-03-23,Spring,16.1,Choice,0.39,Pellet Grill,Hickory,Alabama,255,Foil,Advanced,79,90,7.9,16.6,1.4,204.0,2.6,5.8,7.1,6.2,6.4,212.74
BRISKET_1205,2024-12-22,Winter,11.2,Prime,0.23,Pellet Grill,Apple,Carolina,251,Foil,Intermediate,57,54,29.2,24.0,3.0,208.0,0.9,4.7,7.3,5.7,5.9,226.58
BRISKET_1206,2024-12-29,Winter,12.6,Select,0.41,Offset Smoker,Mixed,Alabama,248,Butcher Paper,Advanced,51,47,2.5,17.8,3.7,190.0,1.2,3.8,6.8,5.4,5.3,154.84
